20171122_x1200_y1000_-6-18.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-10-19.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-12-21.jpg,355,adult_juv,1200,1000,sealRocks,"[(614.25, 362.6)]"
20171122_x1200_y1000_-9-37.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-4-36.jpg,355,adult_juv,1200,1000,sealRocks,"[(666.0, 312.2), (381.75, 175.7)]"
20171122_x1200_y1000_-12-2.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-10-51.jpg,355,adult_juv,1200,1000,sealRocks,"[(573.0, 249.9)]"
20171122_x1200_y1000_-11-42.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-27-25.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-10-24.jpg,355,adult_juv,1200,1000,sealRocks,"[(294.75, 263.9), (391.5, 145.6), (303.0, 315.7), (267.75, 368.9)]"
20171122_x1200_y1000_-3-31.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-18-10.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-3-37.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-8-43.jpg,355,adult_juv,1200,1000,sealRocks,"[(432.75, 170.1), (537.75, 187.6)]"
20171122_x1200_y1000_-2-36.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
20171122_x1200_y1000_-0-52.jpg,355,zerocount,1200,1000,sealRocks,"[(0.0, 0.0)]"
